"RELEVE_NR","Country","Altitude (m)","DEG_LON","DEG_LAT","GESELLSCH","dataset","Ecoreg","Dunes_Bohn","Coast_EEA"
11957,"Germany",1,10.64,51.57,"Pappel-Weiden-Auwald","Germany Vegetweb 2",686,"N_Dunes","N_COAST"
11958,"Germany",1,10.61,51.6,"Pappel-Weiden-Auwald","Germany Vegetweb 2",686,"N_Dunes","N_COAST"
11959,"Germany",1,10.59,51.59,"Vaccinio uliginosi-Betuletum pubescentis","Germany Vegetweb 2",686,"N_Dunes","N_COAST"
11961,"Germany",1,10.6,51.59,"Molinion","Germany Vegetweb 2",686,"N_Dunes","N_COAST"
11962,"Germany",1,10.6,51.61,"Erlenbestand","Germany Vegetweb 2",686,"N_Dunes","N_COAST"
11971,"Germany",1,8.35,52.96,"Salicetum triandrae","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
11972,"Germany",1,8.9,52.13,"Salicetum triandro-viminalis","Germany Vegetweb 2",686,"N_Dunes","N_COAST"
11973,"Germany",1,8.9,53.13,"Salicetum triandro-viminalis","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
11974,"Germany",1,9.05,52.97,"Salicetum triandro-viminalis","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
11982,"Germany",1,9.09,52.51,"Salicetum viminalis-triandrae, Pilzaufnahmen","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
11984,"Germany",1,9.09,52.51,"Salicetum viminalis-triandrae, Pilzaufnahmen","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
11987,"Germany",1,9.94,52.89,"Salicetum triandro-viminalis","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
11988,"Germany",1,9.93,52.9,"Salicetum triandro-viminalis","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
11989,"Germany",1,10.4,51.62,"Salicetum triandro-viminalis","Germany Vegetweb 2",686,"N_Dunes","N_COAST"
11990,"Germany",1,10.56,51.95,"Salix viminalis-Salix purpurea-Assoziation","Germany Vegetweb 2",686,"N_Dunes","N_COAST"
11991,"Germany",1,9.82,52.23,"Salix viminalis-Salix purpurea-Assoziation","Germany Vegetweb 2",654,"N_Dunes","N_COAST"
11992,"Germany",1,9.76,52.07,"Salix viminalis-Salix purpurea-Assoziation","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
11993,"Germany",1,9.47,52.53,"Salix viminalis-Salix purpurea-Assoziation","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
11994,"Germany",1,9.76,52.14,"Salix viminalis-Salix purpurea-Assoziation","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
11995,"Germany",1,9.81,52.27,"Salix viminalis-Salix purpurea-Assoziation","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
11996,"Germany",1,10.35,52.48,"Salix viminalis-Salix purpurea-Assoziation","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
11997,"Germany",1,10.35,52.48,"Salix viminalis-Salix purpurea-Assoziation","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
11998,"Germany",1,10.35,52.48,"Salix viminalis-Salix purpurea-Assoziation","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
12000,"Germany",1,9.08,52.51,"Salix viminalis-Salix purpurea-Assoziation","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
12001,"Germany",1,9.08,52.51,"Salix viminalis-Salix purpurea-Assoziation","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
12002,"Germany",1,9.06,53,"Salix viminalis-Salix purpurea-Assoziation","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
12003,"Germany",1,10.3,51.58,"Salix viminalis-Salix purpurea-Assoziation","Germany Vegetweb 2",686,"N_Dunes","N_COAST"
12004,"Germany",1,8.78,47.85,"Salicetea purpureae","Germany Vegetweb 2",686,"N_Dunes","N_COAST"
12006,"Germany",1,10.39,51.62,"Salicetum albo-fragilis","Germany Vegetweb 2",686,"N_Dunes","N_COAST"
12007,"Germany",1,10.4,51.62,"Salicetum albo-fragilis","Germany Vegetweb 2",686,"N_Dunes","N_COAST"
12008,"Germany",1,10.4,51.62,"Salicetum albo-fragilis","Germany Vegetweb 2",686,"N_Dunes","N_COAST"
12009,"Germany",1,10.4,51.62,"Salicetum albo-fragilis","Germany Vegetweb 2",686,"N_Dunes","N_COAST"
12010,"Germany",1,10.35,51.63,"Salicetum albo-fragilis","Germany Vegetweb 2",686,"N_Dunes","N_COAST"
12011,"Germany",1,10.31,51.62,"Salicetum albo-fragilis","Germany Vegetweb 2",686,"N_Dunes","N_COAST"
12012,"Germany",1,10.14,51.66,"Salicetum albo-fragilis","Germany Vegetweb 2",686,"N_Dunes","N_COAST"
12013,"Germany",1,10.11,51.68,"Salicetum albo-fragilis","Germany Vegetweb 2",686,"N_Dunes","N_COAST"
12014,"Germany",1,10.63,51.59,"Stellario-Salicetum fragilis","Germany Vegetweb 2",686,"N_Dunes","N_COAST"
12015,"Germany",1,10.63,51.59,"Stellario-Salicetum fragilis","Germany Vegetweb 2",686,"N_Dunes","N_COAST"
12016,"Germany",1,10.54,51.96,"Salicetum albo-fragilis","Germany Vegetweb 2",654,"N_Dunes","N_COAST"
12017,"Germany",1,10.54,51.96,"Salicetum albo-fragilis","Germany Vegetweb 2",654,"N_Dunes","N_COAST"
12018,"Germany",1,13.17,48.29,"Salicetum albo-fragilis","Germany Vegetweb 2",686,"N_Dunes","N_COAST"
12019,"Germany",1,13.17,48.29,"Salicetum albo-fragilis","Germany Vegetweb 2",686,"N_Dunes","N_COAST"
12020,"Germany",1,7.21,50.85,"Salicetum albo-fragilis","Germany Vegetweb 2",686,"N_Dunes","N_COAST"
12021,"Germany",1,10.49,52.2,"Salicetum albo-fragilis","Germany Vegetweb 2",654,"N_Dunes","N_COAST"
12023,"Germany",1,13.7,48.52,"Saliceto-Populetum","Germany Vegetweb 2",686,"N_Dunes","N_COAST"
12024,"Germany",1,13.7,48.52,"Saliceto-Populetum","Germany Vegetweb 2",686,"N_Dunes","N_COAST"
12027,"Germany",1,8.69,49.57,"Prunus spinosa-Carpinus-Assoziation","Germany Vegetweb 2",686,"N_Dunes","N_COAST"
12028,"Germany",1,8.7,49.55,"Prunus spinosa-Carpinus-Assoziation","Germany Vegetweb 2",686,"N_Dunes","N_COAST"
12029,"Germany",255,9.25,49.95,"Prunus spinosa-Carpinus betulus-Assoziation","Germany Vegetweb 2",686,"N_Dunes","N_COAST"
12030,"Germany",550,11.49,49.25,"Prunus spinosa-Carpinus betulus-Assoziation","Germany Vegetweb 2",686,"N_Dunes","N_COAST"
12031,"Germany",1,11,49.63,"Prunus spinosa-Carpinus betulus-Assoziation","Germany Vegetweb 2",686,"N_Dunes","N_COAST"
12032,"Germany",1,12.67,49.22,"Prunus spinosa-Carpinus betulus-Assoziation","Germany Vegetweb 2",686,"N_Dunes","N_COAST"
12033,"Germany",1,13.7,48.52,"Prunus spinosa-Carpinus betulus-Assoziation","Germany Vegetweb 2",686,"N_Dunes","N_COAST"
12034,"Germany",1,12.78,49.24,"Prunus spinosa-Carpinus betulus-Assoziation","Germany Vegetweb 2",686,"N_Dunes","N_COAST"
12035,"Germany",1,12.67,49.23,"Prunus spinosa-Carpinus betulus-Assoziation","Germany Vegetweb 2",686,"N_Dunes","N_COAST"
12036,"Germany",1,10.21,50.32,"Prunus spinosa-Carpinus betulus-Assoziation","Germany Vegetweb 2",686,"N_Dunes","N_COAST"
12037,"Germany",1,11.12,49.39,"Prunus spinosa-Carpinus betulus-Assoziation","Germany Vegetweb 2",686,"N_Dunes","N_COAST"
12038,"Germany",1,7.03,50.57,"Prunus spinosa-Carpinus betulus-Assoziation","Germany Vegetweb 2",686,"N_Dunes","N_COAST"
12039,"Germany",1,7.01,50.51,"Prunus spinosa-Carpinus betulus-Assoziation","Germany Vegetweb 2",686,"N_Dunes","N_COAST"
12040,"Germany",1,7.01,50.51,"Prunus spinosa-Carpinus betulus-Assoziation","Germany Vegetweb 2",686,"N_Dunes","N_COAST"
12045,"Germany",1,6.62,51.48,"Prunus spinosa-Carpinus betulus-Assoziation","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
12046,"Germany",1,6.55,51.41,"Prunus spinosa-Carpinus betulus-Assoziation","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
12047,"Germany",1,6.55,51.41,"Prunus spinosa-Carpinus betulus-Assoziation","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
12048,"Germany",1,6.54,51.42,"Prunus spinosa-Carpinus betulus-Assoziation","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
12049,"Germany",1,6.55,51.41,"Prunus spinosa-Carpinus betulus-Assoziation","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
12050,"Germany",1,6.55,51.41,"Prunus spinosa-Carpinus betulus-Assoziation","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
12051,"Germany",1,9.49,51.04,"Prunus spinosa-Carpinus betulus-Assoziation","Germany Vegetweb 2",686,"N_Dunes","N_COAST"
12052,"Germany",1,9.65,51.59,"Prunus spinosa-Carpinus betulus-Assoziation","Germany Vegetweb 2",686,"N_Dunes","N_COAST"
12053,"Germany",1,10.62,49.57,"Prunus spinosa-Carpinus betulus-Assoziation","Germany Vegetweb 2",686,"N_Dunes","N_COAST"
12063,"Germany",1,7.49,50.96,"Prunion spinosae","Germany Vegetweb 2",686,"N_Dunes","N_COAST"
12064,"Germany",1,6.68,53.6,"Hippophaeto-Salicetum cinereae","Germany Vegetweb 2",664,"Y_DUNES","ATL_COAST"
12066,"Germany",1,6.7,53.61,"Hippophaeto-Salicetum cinereae","Germany Vegetweb 2",664,"Y_DUNES","ATL_COAST"
12067,"Germany",1,6.66,53.6,"Hippophaeto-Salicetum cinereae","Germany Vegetweb 2",664,"Y_DUNES","ATL_COAST"
12068,"Germany",1,6.72,53.6,"Hippophaeto-Salicetum cinereae","Germany Vegetweb 2",664,"Y_DUNES","ATL_COAST"
12069,"Germany",1,6.72,53.6,"Hippophaeto-Salicetum cinereae","Germany Vegetweb 2",664,"Y_DUNES","ATL_COAST"
12070,"Germany",1,6.72,53.61,"Hippophaeto-Salicetum cinereae","Germany Vegetweb 2",664,"Y_DUNES","ATL_COAST"
12071,"Germany",1,6.71,53.57,"Hippophaeto-Salicetum cinereae","Germany Vegetweb 2",664,"Y_DUNES","ATL_COAST"
12072,"Germany",1,6.73,53.61,"Hippophaeto-Salicetum cinereae","Germany Vegetweb 2",664,"Y_DUNES","ATL_COAST"
12073,"Germany",1,6.78,53.6,"Hippophaeto-Salicetum cinereae","Germany Vegetweb 2",664,"N_Dunes","ATL_COAST"
12074,"Germany",1,6.69,53.6,"Hippophaeto-Salicetum cinereae","Germany Vegetweb 2",664,"Y_DUNES","ATL_COAST"
12075,"Germany",1,6.93,53.68,"Hippophaeto-Salicetum cinereae","Germany Vegetweb 2",664,"Y_DUNES","ATL_COAST"
12076,"Germany",1,6.93,53.68,"Hippophaeto-Salicetum cinereae","Germany Vegetweb 2",664,"Y_DUNES","ATL_COAST"
12077,"Germany",1,6.89,53.67,"Hippophaeto-Salicetum cinereae","Germany Vegetweb 2",664,"Y_DUNES","ATL_COAST"
12078,"Germany",1,6.9,53.67,"Hippophaeto-Salicetum cinereae","Germany Vegetweb 2",664,"Y_DUNES","ATL_COAST"
12079,"Germany",1,7.02,53.68,"Hippophaeto-Salicetum cinereae","Germany Vegetweb 2",664,"Y_DUNES","ATL_COAST"
12080,"Germany",1,7.02,53.68,"Hippophaeto-Salicetum cinereae","Germany Vegetweb 2",664,"Y_DUNES","ATL_COAST"
12081,"Germany",1,7.2,53.72,"Hippophaeto-Salicetum cinereae","Germany Vegetweb 2",664,"Y_DUNES","ATL_COAST"
12082,"Germany",1,7.26,53.71,"Hippophaeto-Salicetum cinereae","Germany Vegetweb 2",664,"Y_DUNES","ATL_COAST"
12083,"Germany",1,7.26,53.72,"Hippophaeto-Salicetum cinereae","Germany Vegetweb 2",664,"Y_DUNES","ATL_COAST"
12084,"Germany",1,7.23,53.72,"Hippophaeto-Salicetum cinereae","Germany Vegetweb 2",664,"Y_DUNES","ATL_COAST"
12085,"Germany",1,7.2,53.72,"Hippophaeto-Salicetum cinereae","Germany Vegetweb 2",664,"Y_DUNES","ATL_COAST"
12086,"Germany",1,7.21,53.72,"Hippophaeto-Salicetum cinereae","Germany Vegetweb 2",664,"Y_DUNES","ATL_COAST"
12087,"Germany",1,7.21,53.72,"Hippophaeto-Salicetum cinereae","Germany Vegetweb 2",664,"Y_DUNES","ATL_COAST"
12088,"Germany",1,7.27,53.72,"Hippophaeto-Salicetum cinereae","Germany Vegetweb 2",664,"Y_DUNES","ATL_COAST"
12089,"Germany",1,7.27,53.72,"Hippophaeto-Salicetum cinereae","Germany Vegetweb 2",664,"Y_DUNES","ATL_COAST"
12091,"Germany",1,7.2,53.71,"Hippophaeto-Salicetum cinereae","Germany Vegetweb 2",664,"Y_DUNES","ATL_COAST"
12093,"Germany",1,7.39,53.73,"Hippophaeto-Salicetum cinereae","Germany Vegetweb 2",664,"Y_DUNES","ATL_COAST"
12094,"Germany",1,7.4,53.73,"Hippophaeto-Salicetum cinereae","Germany Vegetweb 2",664,"Y_DUNES","ATL_COAST"
12095,"Germany",1,7.4,53.73,"Hippophaeto-Salicetum cinereae","Germany Vegetweb 2",664,"Y_DUNES","ATL_COAST"
12096,"Germany",1,7.4,53.73,"Hippophaeto-Salicetum cinereae","Germany Vegetweb 2",664,"Y_DUNES","ATL_COAST"
12097,"Germany",1,7.39,53.73,"Hippophaeto-Salicetum cinereae","Germany Vegetweb 2",664,"Y_DUNES","ATL_COAST"
12098,"Germany",1,7.39,53.73,"Hippophaeto-Salicetum cinereae","Germany Vegetweb 2",664,"Y_DUNES","ATL_COAST"
12099,"Germany",1,7.6,53.76,"Hippophaeto-Salicetum cinereae","Germany Vegetweb 2",664,"N_Dunes","ATL_COAST"
12100,"Germany",1,7.51,53.76,"Hippophaeto-Salicetum cinereae","Germany Vegetweb 2",664,"Y_DUNES","ATL_COAST"
12101,"Germany",1,7.61,53.75,"Hippophaeto-Salicetum cinereae","Germany Vegetweb 2",664,"Y_DUNES","ATL_COAST"
12102,"Germany",1,7.71,53.78,"Hippophaeto-Salicetum cinereae","Germany Vegetweb 2",664,"Y_DUNES","ATL_COAST"
12103,"Germany",1,7.7,53.78,"Hippophaeto-Salicetum cinereae","Germany Vegetweb 2",664,"Y_DUNES","ATL_COAST"
12104,"Germany",1,7.71,53.78,"Hippophaeto-Salicetum cinereae","Germany Vegetweb 2",664,"Y_DUNES","ATL_COAST"
12105,"Germany",1,7.71,53.78,"Hippophaeto-Salicetum cinereae","Germany Vegetweb 2",664,"Y_DUNES","ATL_COAST"
12106,"Germany",1,7.73,53.77,"Hippophaeto-Salicetum cinereae","Germany Vegetweb 2",664,"Y_DUNES","ATL_COAST"
12107,"Germany",1,7.67,53.76,"Hippophaeto-Salicetum cinereae","Germany Vegetweb 2",664,"Y_DUNES","ATL_COAST"
12108,"Germany",1,7.88,53.79,"Hippophaeto-Salicetum cinereae","Germany Vegetweb 2",664,"Y_DUNES","ATL_COAST"
12109,"Germany",1,6.87,53.64,"Hippophaeto-Salicetum cinereae","Germany Vegetweb 2",664,"Y_DUNES","ATL_COAST"
12110,"Germany",1,6.87,53.65,"Hippophaeto-Salicetum cinereae","Germany Vegetweb 2",664,"Y_DUNES","ATL_COAST"
12111,"Germany",1,6.92,53.67,"Alnion glutinosae","Germany Vegetweb 2",664,"Y_DUNES","ATL_COAST"
12112,"Germany",1,6.93,53.68,NA,"Germany Vegetweb 2",664,"Y_DUNES","ATL_COAST"
12113,"Germany",1,6.93,53.68,NA,"Germany Vegetweb 2",664,"Y_DUNES","ATL_COAST"
12114,"Germany",1,6.93,53.68,"Hippophaeto-Salicetum cinereae","Germany Vegetweb 2",664,"Y_DUNES","ATL_COAST"
12115,"Germany",1,6.93,53.68,"Hippophaeto-Salicetum cinereae","Germany Vegetweb 2",664,"Y_DUNES","ATL_COAST"
12116,"Germany",1,6.93,53.68,"Hippophaeto-Salicetum cinereae","Germany Vegetweb 2",664,"Y_DUNES","ATL_COAST"
12117,"Germany",1,6.93,53.68,"Hippophaeto-Salicetum cinereae","Germany Vegetweb 2",664,"Y_DUNES","ATL_COAST"
12118,"Germany",1,6.92,53.68,"Hippophaeto-Salicetum cinereae","Germany Vegetweb 2",664,"Y_DUNES","ATL_COAST"
12120,"Germany",1,7.23,53.72,"Hippophaeto-Salicetum cinereae","Germany Vegetweb 2",664,"Y_DUNES","ATL_COAST"
12123,"Germany",1,7.17,53.72,"Hippophaeto-Salicetum cinereae","Germany Vegetweb 2",664,"Y_DUNES","ATL_COAST"
12124,"Germany",1,7.68,53.77,"Hippophaeto-Salicetum cinereae","Germany Vegetweb 2",664,"Y_DUNES","ATL_COAST"
12125,"Germany",1,7.7,53.78,"Hippophaeto-Salicetum cinereae","Germany Vegetweb 2",664,"Y_DUNES","ATL_COAST"
12127,"Germany",1,7.88,53.79,"Hippophaeto-Salicetum cinereae","Germany Vegetweb 2",664,"Y_DUNES","ATL_COAST"
12129,"Germany",1,6.73,53.61,"Hippophae-Ammophila baltica-Stadium","Germany Vegetweb 2",664,"Y_DUNES","ATL_COAST"
12130,"Germany",1,6.67,53.58,"Hippophae-Ammophila baltica-Stadium","Germany Vegetweb 2",664,"Y_DUNES","ATL_COAST"
12131,"Germany",1,6.93,53.67,"Hippophae-Ammophila baltica-Stadium","Germany Vegetweb 2",664,"Y_DUNES","ATL_COAST"
12132,"Germany",1,6.89,53.67,"Hippophae-Ammophila baltica-Stadium","Germany Vegetweb 2",664,"Y_DUNES","ATL_COAST"
12133,"Germany",1,7.03,53.68,"Hippophae-Ammophila baltica-Stadium","Germany Vegetweb 2",664,"Y_DUNES","ATL_COAST"
12134,"Germany",1,7.03,53.68,"Hippophae-Ammophila baltica-Stadium","Germany Vegetweb 2",664,"Y_DUNES","ATL_COAST"
12135,"Germany",1,7.03,53.68,"Salix-Hypnum-Assoziation","Germany Vegetweb 2",664,"Y_DUNES","ATL_COAST"
12136,"Germany",1,7.04,53.68,"Hippophae-Ammophila baltica-Stadium","Germany Vegetweb 2",664,"Y_DUNES","ATL_COAST"
12138,"Germany",1,7.07,53.68,"Hippophae-Ammophila baltica-Stadium","Germany Vegetweb 2",664,"Y_DUNES","ATL_COAST"
12139,"Germany",1,7.07,53.68,"Hippophae-Ammophila baltica-Stadium","Germany Vegetweb 2",664,"Y_DUNES","ATL_COAST"
12140,"Germany",1,7.06,53.68,"Hippophae-Ammophila baltica-Stadium","Germany Vegetweb 2",664,"Y_DUNES","ATL_COAST"
12141,"Germany",1,7.06,53.68,"Hippophae-Ammophila baltica-Stadium","Germany Vegetweb 2",664,"Y_DUNES","ATL_COAST"
12142,"Germany",1,7.17,53.72,"Hippophae-Ammophila baltica-Stadium","Germany Vegetweb 2",664,"Y_DUNES","ATL_COAST"
12143,"Germany",1,7.22,53.72,"Hippophae-Ammophila baltica-Stadium","Germany Vegetweb 2",664,"Y_DUNES","ATL_COAST"
12144,"Germany",1,7.22,53.72,"Hippophae-Ammophila baltica-Stadium","Germany Vegetweb 2",664,"Y_DUNES","ATL_COAST"
12145,"Germany",1,7.22,53.72,"Hippophae-Ammophila baltica-Stadium","Germany Vegetweb 2",664,"Y_DUNES","ATL_COAST"
12146,"Germany",1,7.23,53.71,"Hippophae-Ammophila baltica-Stadium","Germany Vegetweb 2",664,"Y_DUNES","ATL_COAST"
12147,"Germany",1,7.18,53.71,"Hippophae-Ammophila baltica-Stadium","Germany Vegetweb 2",664,"Y_DUNES","ATL_COAST"
12148,"Germany",1,7.39,53.73,"Hippophae-Ammophila baltica-Stadium","Germany Vegetweb 2",664,"Y_DUNES","ATL_COAST"
12149,"Germany",1,7.4,53.73,"Hippophae-Ammophila baltica-Stadium","Germany Vegetweb 2",664,"Y_DUNES","ATL_COAST"
12150,"Germany",1,7.4,53.73,"Hippophae-Ammophila baltica-Stadium","Germany Vegetweb 2",664,"Y_DUNES","ATL_COAST"
12151,"Germany",1,7.41,53.73,"Hippophae-Ammophila baltica-Stadium","Germany Vegetweb 2",664,"Y_DUNES","ATL_COAST"
12152,"Germany",1,7.42,53.73,"Hippophae-Ammophila baltica-Stadium","Germany Vegetweb 2",664,"N_Dunes","ATL_COAST"
12153,"Germany",1,7.39,53.73,"Hippophae-Ammophila baltica-Stadium","Germany Vegetweb 2",664,"Y_DUNES","ATL_COAST"
12154,"Germany",1,7.94,53.78,"Hippophae-Ammophila baltica-Stadium","Germany Vegetweb 2",664,"Y_DUNES","ATL_COAST"
12156,"Germany",1,7.39,53.73,"Hippophae-Ammophila baltica-Stadium","Germany Vegetweb 2",664,"Y_DUNES","ATL_COAST"
12157,"Germany",1,6.73,53.61,"Hippophae-Ammophila baltica-Stadium","Germany Vegetweb 2",664,"Y_DUNES","ATL_COAST"
12158,"Germany",1,6.75,53.61,"Hippophae-Ammophila baltica-Stadium","Germany Vegetweb 2",664,"Y_DUNES","ATL_COAST"
12160,"Germany",1,6.96,53.68,"Hippophae-Ammophila baltica-Stadium","Germany Vegetweb 2",664,"Y_DUNES","ATL_COAST"
12161,"Germany",1,6.95,53.68,"Hippophae-Ammophila baltica-Stadium","Germany Vegetweb 2",664,"Y_DUNES","ATL_COAST"
12162,"Germany",1,7.16,53.71,"Hippophae-Ammophila baltica-Stadium","Germany Vegetweb 2",664,"Y_DUNES","ATL_COAST"
12163,"Germany",1,7.16,53.71,"Hippophae-Ammophila baltica-Stadium","Germany Vegetweb 2",664,"Y_DUNES","ATL_COAST"
12165,"Germany",1,7.18,53.71,"Hippophae-Ammophila baltica-Stadium","Germany Vegetweb 2",664,"Y_DUNES","ATL_COAST"
12166,"Germany",1,7.22,53.71,"Hippophae-Ammophila baltica-Stadium","Germany Vegetweb 2",664,"Y_DUNES","ATL_COAST"
12168,"Germany",1,7.18,53.71,"Hippophae-Ammophila baltica-Stadium","Germany Vegetweb 2",664,"Y_DUNES","ATL_COAST"
12171,"Germany",1,6.72,53.61,"Salici-Hippophaetum","Germany Vegetweb 2",664,"Y_DUNES","ATL_COAST"
12172,"Germany",1,6.72,53.61,"Salici-Hippophaetum","Germany Vegetweb 2",664,"Y_DUNES","ATL_COAST"
12173,"Germany",1,6.72,53.61,"Salici-Hippophaetum","Germany Vegetweb 2",664,"Y_DUNES","ATL_COAST"
12174,"Germany",1,6.72,53.61,"Salici-Hippophaetum","Germany Vegetweb 2",664,"Y_DUNES","ATL_COAST"
12175,"Germany",1,6.72,53.61,"Salici-Hippophaetum","Germany Vegetweb 2",664,"Y_DUNES","ATL_COAST"
12176,"Germany",1,6.68,53.58,"Hippophaeto-Salicetum arenariae","Germany Vegetweb 2",664,"Y_DUNES","ATL_COAST"
12177,"Germany",1,7.88,53.79,"Hippophaeto-Salicetum arenariae","Germany Vegetweb 2",664,"Y_DUNES","ATL_COAST"
12178,"Germany",1,7.88,53.79,"Hippophaeto-Salicetum arenariae","Germany Vegetweb 2",664,"Y_DUNES","ATL_COAST"
12179,"Germany",1,7.88,53.79,"Hippophaeto-Salicetum arenariae","Germany Vegetweb 2",664,"Y_DUNES","ATL_COAST"
12180,"Germany",1,7.88,53.79,"Hippophaeto-Salicetum arenariae","Germany Vegetweb 2",664,"Y_DUNES","ATL_COAST"
12181,"Germany",1,7.88,53.79,"Hippophaeto-Salicetum arenariae","Germany Vegetweb 2",664,"Y_DUNES","ATL_COAST"
12182,"Germany",1,7.88,53.79,"Hippophaeto-Salicetum arenariae","Germany Vegetweb 2",664,"Y_DUNES","ATL_COAST"
12183,"Germany",1,7.88,53.79,"Hippophaeto-Salicetum arenariae","Germany Vegetweb 2",664,"Y_DUNES","ATL_COAST"
12184,"Germany",1,7.41,53.73,"Hippophaeto-Salicetum arenariae","Germany Vegetweb 2",664,"Y_DUNES","ATL_COAST"
12185,"Germany",1,6.96,53.68,"Rosa spinosissima-Aooziation","Germany Vegetweb 2",664,"Y_DUNES","ATL_COAST"
12186,"Germany",1,7.18,53.72,"Rosa spinosissima-Aooziation","Germany Vegetweb 2",664,"Y_DUNES","ATL_COAST"
12187,"Germany",1,7.22,53.71,"Rosa spinosissima-Aooziation","Germany Vegetweb 2",664,"Y_DUNES","ATL_COAST"
12188,"Germany",1,7.22,53.71,"Rosa spinosissima-Aooziation","Germany Vegetweb 2",664,"Y_DUNES","ATL_COAST"
12189,"Germany",1,7.18,53.72,"Rosa spinosissima-Aooziation","Germany Vegetweb 2",664,"Y_DUNES","ATL_COAST"
12190,"Germany",1,7.16,53.72,"Rosa spinosissima-Aooziation","Germany Vegetweb 2",664,"Y_DUNES","ATL_COAST"
12191,"Germany",1,7.18,53.72,"Rosa spinosissima-Aooziation","Germany Vegetweb 2",664,"Y_DUNES","ATL_COAST"
12193,"Germany",1,7.19,53.71,"Rosa spinosissima-Aooziation","Germany Vegetweb 2",664,"Y_DUNES","ATL_COAST"
12194,"Germany",1,7.19,53.71,"Rosa spinosissima-Aooziation","Germany Vegetweb 2",664,"Y_DUNES","ATL_COAST"
12195,"Germany",1,7.22,53.71,"Rosa spinosissima-Aooziation","Germany Vegetweb 2",664,"Y_DUNES","ATL_COAST"
12196,"Germany",1,7.22,53.71,"Rosa spinosissima-Aooziation","Germany Vegetweb 2",664,"Y_DUNES","ATL_COAST"
12197,"Germany",1,7.18,53.71,"Rosa spinosissima-Aooziation","Germany Vegetweb 2",664,"Y_DUNES","ATL_COAST"
12198,"Germany",1,7.18,53.71,"Rosa spinosissima-Aooziation","Germany Vegetweb 2",664,"Y_DUNES","ATL_COAST"
12199,"Germany",1,7.23,53.71,"Rosa spinosissima-Aooziation","Germany Vegetweb 2",664,"Y_DUNES","ATL_COAST"
12201,"Germany",1,6.68,53.58,"Piroleto-Salicetum","Germany Vegetweb 2",664,"Y_DUNES","ATL_COAST"
12202,"Germany",1,6.76,53.61,"Piroleto-Salicetum","Germany Vegetweb 2",664,"Y_DUNES","ATL_COAST"
12203,"Germany",1,6.76,53.61,"Piroleto-Salicetum","Germany Vegetweb 2",664,"Y_DUNES","ATL_COAST"
12204,"Germany",1,6.76,53.61,"Piroleto-Salicetum","Germany Vegetweb 2",664,"Y_DUNES","ATL_COAST"
12205,"Germany",1,6.74,53.61,"Piroleto-Salicetum","Germany Vegetweb 2",664,"Y_DUNES","ATL_COAST"
12206,"Germany",1,6.73,53.61,"Piroleto-Salicetum","Germany Vegetweb 2",664,"Y_DUNES","ATL_COAST"
12207,"Germany",1,6.68,53.58,"Piroleto-Salicetum","Germany Vegetweb 2",664,"Y_DUNES","ATL_COAST"
12208,"Germany",1,6.68,53.58,"Piroleto-Salicetum","Germany Vegetweb 2",664,"Y_DUNES","ATL_COAST"
12209,"Germany",1,6.71,53.59,"Piroleto-Salicetum","Germany Vegetweb 2",664,"Y_DUNES","ATL_COAST"
12210,"Germany",1,6.68,53.58,"Piroleto-Salicetum","Germany Vegetweb 2",664,"Y_DUNES","ATL_COAST"
12211,"Germany",1,6.71,53.58,"Piroleto-Salicetum","Germany Vegetweb 2",664,"Y_DUNES","ATL_COAST"
12212,"Germany",1,6.98,53.68,"Piroleto-Salicetum","Germany Vegetweb 2",664,"Y_DUNES","ATL_COAST"
12213,"Germany",1,6.94,53.67,"Piroleto-Salicetum","Germany Vegetweb 2",664,"Y_DUNES","ATL_COAST"
12214,"Germany",1,6.94,53.67,"Piroleto-Salicetum","Germany Vegetweb 2",664,"Y_DUNES","ATL_COAST"
12215,"Germany",1,6.94,53.67,"Piroleto-Salicetum","Germany Vegetweb 2",664,"Y_DUNES","ATL_COAST"
12216,"Germany",1,6.94,53.67,"Piroleto-Salicetum","Germany Vegetweb 2",664,"Y_DUNES","ATL_COAST"
